Title in sanskrit,Title transliteration,Title in Danish,Illustration filepath,Illustration text,Unique ID
हठप्रदी,HAṬHAPRADĪPIKĀ,Haṭhayogaens hovedværk,images/illustration.png,"Svātmārāma praktiserer Kevala-kumbhaka
Tegning (farveblyant) v/ Lisette Hededa",manuscript_1
